total_timesteps,explained_variance,fps,nupdates,policy_entropy,value_loss,ep_reward_mean,ep_len_mean
4768000,0.6143563687801361,1080,59600,1.5919369459152222,0.027123529464006424,-7.14,2369.42
4776000,0.9345625638961792,1080,59700,1.5512357950210571,0.015993308275938034,-8.06,2311.77
4784000,0.9481836147606373,1080,59800,1.6152818202972412,0.025593668222427368,-7.76,2313.23
4792000,0.9601515606045723,1081,59900,1.5572302341461182,0.024442026391625404,-7.05,2311.58
4800000,0.9432208389043808,1081,60000,1.4960819482803345,0.03805986046791077,-6.58,2284.48
4808000,0.9530911147594452,1081,60100,1.461375117301941,0.016901075839996338,-6.16,2251.27
4816000,0.8580372631549835,1081,60200,1.6296882629394531,0.022504772990942,-6.38,2217.06
4824000,0.9808909222483635,1081,60300,1.5811913013458252,0.012317569926381111,-6.4,2210.45
4832000,0.9819912444800138,1082,60400,1.692673683166504,0.015363072045147419,-5.83,2203.7
4840000,0.9490603245794773,1082,60500,1.534311056137085,0.027852434664964676,-6.26,2208.87
4848000,0.9380892366170883,1082,60600,1.592376470565796,0.022006889805197716,-5.65,2164.4
4856000,0.8831557109951973,1082,60700,1.5927467346191406,0.05483492463827133,-5.79,2154.41
4864000,0.9678098633885384,1082,60800,1.5867599248886108,0.02050393633544445,-5.59,2178.94
4872000,0.9626496732234955,1082,60900,1.6046901941299438,0.021957796066999435,-5.66,2138.54
4880000,0.9753593970090151,1083,61000,1.6832773685455322,0.015169089660048485,-5.0,2124.21
4888000,0.9679348729550838,1083,61100,1.4086238145828247,0.02801276370882988,-4.35,2115.53
4896000,0.9088689684867859,1083,61200,1.6142953634262085,0.04566020518541336,-4.06,2091.99
4904000,0.9621407054364681,1083,61300,1.4811033010482788,0.017859790474176407,-4.16,2098.68
4912000,0.9139429107308388,1084,61400,1.5772367715835571,0.03732842952013016,-3.82,2091.89
4920000,0.9105798155069351,1084,61500,1.5384185314178467,0.0319451279938221,-3.77,2086.04
4928000,0.9122530147433281,1084,61600,1.699876070022583,0.01331628579646349,-3.81,2067.06
4936000,0.8453018218278885,1084,61700,1.62400221824646,0.035177819430828094,-3.81,2068.78
4944000,0.9420615546405315,1084,61800,1.6790649890899658,0.013225975446403027,-4.42,2057.64
4952000,0.8780195862054825,1085,61900,1.4972667694091797,0.028081078082323074,-4.36,2053.74
4960000,0.9480092898011208,1085,62000,1.6804616451263428,0.017040099948644638,-4.58,2046.53
4968000,0.9444627277553082,1085,62100,1.6112991571426392,0.027763238176703453,-4.48,2074.67
4976000,0.8877933174371719,1085,62200,1.5363633632659912,0.03586902469396591,-4.12,2093.54
4984000,0.9748661033809185,1085,62300,1.646209955215454,0.010851681232452393,-3.93,2107.51
4992000,0.9685963541269302,1086,62400,1.6350635290145874,0.011546189896762371,-3.9,2109.81
5000000,0.8895358666777611,1086,62500,1.6756503582000732,0.016936665400862694,-3.47,2116.22
