policy_entropy,nupdates,total_timesteps,explained_variance,value_loss,fps,ep_reward_mean,ep_len_mean
1.7917537689208984,1,80,-188.37550354003906,0.02683372236788273,33,,
1.7917344570159912,100,8000,-0.0053566694259643555,0.061676133424043655,965,,
1.7917053699493408,200,16000,-0.020424962043762207,0.12155146896839142,1071,-20.53846153846154,894.1538461538462
1.7913984060287476,300,24000,-0.001970052719116211,0.04616110771894455,1130,-20.0625,944.5625
1.7912178039550781,400,32000,-0.27302658557891846,0.06927075237035751,1166,-20.17241379310345,933.2413793103449
1.791050910949707,500,40000,0.00023734569549560547,0.09058120846748352,1204,-20.181818181818183,933.2727272727273
1.7895437479019165,600,48000,0.03453779220581055,0.037301864475011826,1206,-20.25,929.8863636363636
1.7900829315185547,700,56000,0.11800378561019897,0.001983416033908725,1219,-20.215686274509803,936.9215686274509
1.7879310846328735,800,64000,0.0031747817993164062,0.09714455902576447,1225,-20.258064516129032,932.8064516129032
1.7663469314575195,900,72000,0.03672724962234497,0.018102502450346947,1232,-20.294117647058822,927.5147058823529
1.6527588367462158,1000,80000,-0.16451966762542725,0.007919942028820515,1236,-20.21518987341772,935.9873417721519
1.7352803945541382,1100,88000,0.08593273162841797,0.03189416974782944,1243,-20.24418604651163,930.2093023255813
1.7749395370483398,1200,96000,0.06265819072723389,0.13928894698619843,1247,-20.239583333333332,926.34375
1.7813632488250732,1300,104000,0.002222299575805664,0.03321932256221771,1247,-20.19,931.35
1.769615888595581,1400,112000,0.09330981969833374,0.044746946543455124,1249,-20.18,930.28
1.7804075479507446,1500,120000,-0.06279182434082031,0.009630711749196053,1249,-20.21,927.13
1.769364595413208,1600,128000,0.34332042932510376,0.1286832094192505,1254,-20.26,914.29
1.7746856212615967,1700,136000,0.3059677481651306,0.10316586494445801,1256,-20.25,907.14
1.7715383768081665,1800,144000,-0.05687510967254639,0.11939326673746109,1258,-20.3,896.25
1.752414345741272,1900,152000,0.3010300397872925,0.10528220981359482,1261,-20.29,898.79
1.7803153991699219,2000,160000,0.6413873732089996,0.01910703256726265,1264,-20.28,896.56
1.7746667861938477,2100,168000,0.48213380575180054,0.03171692043542862,1267,-20.26,899.27
1.7880226373672485,2200,176000,0.4980858564376831,0.07120335847139359,1264,-20.28,896.31
1.786237120628357,2300,184000,0.4320715665817261,0.07015839964151382,1264,-20.2,908.43
1.7792551517486572,2400,192000,0.20199233293533325,0.09162721782922745,1267,-20.22,904.89
1.7802867889404297,2500,200000,0.6271975338459015,0.05015513300895691,1267,-20.25,899.47
1.7716615200042725,2600,208000,0.4961095452308655,0.008242107927799225,1267,-20.2,903.73
1.7675244808197021,2700,216000,0.7367722392082214,0.03299504891037941,1269,-20.24,899.89
1.7892544269561768,2800,224000,0.7366831004619598,0.019594449549913406,1269,-20.22,905.59
1.781008005142212,2900,232000,0.9015561565756798,0.008325939998030663,1269,-20.21,911.38
1.741493821144104,3000,240000,0.07519322633743286,0.16438835859298706,1269,-20.21,906.06
1.7322670221328735,3100,248000,0.5911148190498352,0.01429316122084856,1268,-20.24,900.84
1.7557871341705322,3200,256000,0.615895539522171,0.02557731233537197,1198,-20.27,897.96
1.7673671245574951,3300,264000,0.8170659840106964,0.01691623218357563,1200,-20.29,887.4
1.7435786724090576,3400,272000,0.8780906647443771,0.003943097312003374,1204,-20.37,874.86
1.7650365829467773,3500,280000,0.5898661911487579,0.032060474157333374,1207,-20.4,873.85
1.7543842792510986,3600,288000,0.7646292895078659,0.01701042428612709,1208,-20.42,870.22
1.7720463275909424,3700,296000,0.6422184109687805,0.02370138093829155,1208,-20.49,863.2
