value_loss,explained_variance,nupdates,total_timesteps,fps,policy_entropy,ep_len_mean,ep_reward_mean
0.06998924911022186,-0.04118049144744873,2700,216000,1206,1.7741466760635376,914.81,-20.36
0.08437184989452362,0.2108660340309143,2800,224000,1205,1.7771975994110107,915.67,-20.31
0.024123284965753555,0.7543551623821259,2900,232000,1205,1.761091947555542,914.49,-20.34
0.041722360998392105,0.44111335277557373,3000,240000,1204,1.7821815013885498,914.43,-20.32
0.014828016050159931,0.8475379794836044,3100,248000,1204,1.7177753448486328,915.32,-20.32
0.015703851357102394,0.7793350517749786,3200,256000,1133,1.7759307622909546,905.53,-20.33
0.012552129104733467,0.8698171377182007,3300,264000,1136,1.7700345516204834,901.96,-20.35
0.01315104216337204,0.7126203179359436,3400,272000,1138,1.7787784337997437,905.89,-20.35
0.011454921215772629,0.887818306684494,3500,280000,1140,1.7746188640594482,905.91,-20.34
0.026667073369026184,0.7377959191799164,3600,288000,1141,1.7632777690887451,903.32,-20.33
0.023402245715260506,0.7839780151844025,3700,296000,1143,1.7471870183944702,900.63,-20.31
0.00619261059910059,0.9090364128351212,3800,304000,1144,1.748420000076294,896.62,-20.31
0.05521067976951599,0.6135891079902649,3900,312000,1145,1.7575156688690186,889.53,-20.39
0.010869542136788368,0.9320705831050873,4000,320000,1146,1.7415615320205688,889.85,-20.4
0.010794897563755512,0.8545704036951065,4100,328000,1147,1.7398889064788818,888.91,-20.42
0.01669417880475521,0.9247762709856033,4200,336000,1149,1.7679111957550049,881.51,-20.46
0.010733174160122871,0.9039869531989098,4300,344000,1149,1.7352546453475952,884.04,-20.47
0.00698223477229476,0.9221143275499344,4400,352000,1150,1.7426443099975586,878.15,-20.49
0.0043843938037753105,0.9820009041577578,4500,360000,1151,1.7460304498672485,872.19,-20.49
0.019612131640315056,0.8868508636951447,4600,368000,1151,1.7475872039794922,861.92,-20.54
0.01368851400911808,0.8428501784801483,4700,376000,1151,1.7283729314804077,858.55,-20.58
0.026102641597390175,0.8822679594159126,4800,384000,1152,1.7659637928009033,857.3,-20.6
0.007873178459703922,0.945173978805542,4900,392000,1153,1.7701059579849243,858.55,-20.64
0.0834093913435936,0.7420220375061035,5000,400000,1154,1.7645536661148071,858.53,-20.62
0.015809442847967148,0.8827936723828316,5100,408000,1154,1.769203543663025,858.46,-20.6
0.012815626338124275,0.9491042755544186,5200,416000,1155,1.7622487545013428,860.15,-20.6
0.010052790865302086,0.8306641280651093,5300,424000,1156,1.7632882595062256,857.82,-20.62
0.013226461596786976,0.9320710152387619,5400,432000,1156,1.773975133895874,855.42,-20.64
0.026098523288965225,0.6741079092025757,5500,440000,1157,1.7865235805511475,860.05,-20.64
0.01414625346660614,0.7514761388301849,5600,448000,1158,1.7849442958831787,872.01,-20.59
0.08078304678201675,0.7139979302883148,5700,456000,1159,1.7817058563232422,879.68,-20.58
0.029274558648467064,0.8813231959939003,5800,464000,1160,1.7843055725097656,885.85,-20.53
0.010748281143605709,0.8367658108472824,5900,472000,1161,1.7875827550888062,897.83,-20.46
0.021849561482667923,0.8503059297800064,6000,480000,1161,1.7879483699798584,904.82,-20.42
0.04831508919596672,0.6619586944580078,6100,488000,1161,1.787330985069275,909.17,-20.4
0.006210588850080967,0.9459764882922173,6200,496000,1162,1.7876914739608765,908.04,-20.43
0.03229594975709915,0.7261400818824768,6300,504000,1120,1.7732264995574951,926.67,-20.35
0.009799012914299965,0.9324807673692703,6400,512000,1121,1.7791545391082764,929.56,-20.34
0.016925698146224022,0.8204354345798492,6500,520000,1122,1.7816746234893799,942.5,-20.28
0.010015999898314476,0.967647522687912,6600,528000,1123,1.770085096359253,956.81,-20.21
0.02115582302212715,0.8644791692495346,6700,536000,1123,1.7731748819351196,951.38,-20.2
0.018258070573210716,0.9007236585021019,6800,544000,1124,1.7845039367675781,947.13,-20.23
0.008525809273123741,0.9313404411077499,6900,552000,1125,1.7834453582763672,942.21,-20.26
0.008522004820406437,0.8523063659667969,7000,560000,1126,1.787923812866211,935.58,-20.3
0.04482525959610939,0.7009054720401764,7100,568000,1127,1.7860743999481201,935.7,-20.29
0.05165376514196396,0.6640747785568237,7200,576000,1128,1.787003755569458,938.33,-20.3
0.014858588576316833,0.7122893929481506,7300,584000,1129,1.7900056838989258,936.07,-20.28
0.007601174060255289,0.9111781865358353,7400,592000,1130,1.7885048389434814,932.76,-20.26
0.00845770351588726,0.9087878912687302,7500,600000,1131,1.7886216640472412,927.4,-20.3
0.01956472359597683,0.8379420936107635,7600,608000,1132,1.7870399951934814,932.02,-20.27
0.01792142353951931,0.9246613085269928,7700,616000,1133,1.7904949188232422,925.85,-20.32
0.0220129806548357,0.793049156665802,7800,624000,1133,1.7891991138458252,921.71,-20.34
0.031262535601854324,0.8188649863004684,7900,632000,1134,1.7904647588729858,925.14,-20.31
0.008976723067462444,0.9549859203398228,8000,640000,1135,1.7901611328125,927.63,-20.29
0.012045136652886868,0.7481324970722198,8100,648000,1136,1.7897659540176392,928.52,-20.3
0.008091842755675316,0.8648163676261902,8200,656000,1136,1.7833331823349,930.18,-20.3
0.036163538694381714,0.8501750528812408,8300,664000,1137,1.7890241146087646,929.26,-20.35
0.025030266493558884,0.6441150009632111,8400,672000,1138,1.785588026046753,932.89,-20.31
0.009767202660441399,0.8556950390338898,8500,680000,1139,1.7867457866668701,932.88,-20.28
0.009248036891222,0.9300336390733719,8600,688000,1139,1.7882778644561768,928.87,-20.31
0.018596190959215164,0.8848002925515175,8700,696000,1140,1.7901957035064697,933.36,-20.28
0.007386500481516123,0.9661747999489307,8800,704000,1140,1.790342926979065,932.48,-20.25
0.0351203978061676,0.7553405463695526,8900,712000,1141,1.7906032800674438,932.21,-20.26
0.014469541609287262,0.9456839002668858,9000,720000,1142,1.7893619537353516,936.44,-20.21
0.017468756064772606,0.8970675691962242,9100,728000,1142,1.7870814800262451,933.62,-20.24
0.03708021715283394,0.8085988163948059,9200,736000,1142,1.7884187698364258,934.07,-20.25
0.02326786145567894,0.8361233621835709,9300,744000,1143,1.7898422479629517,931.89,-20.27
0.007376891560852528,0.9634349532425404,9400,752000,1113,1.7890446186065674,940.4,-20.14
0.020867368206381798,0.8783107474446297,9500,760000,1114,1.7865196466445923,936.83,-20.17
0.011139549314975739,0.9683983512222767,9600,768000,1115,1.7867847681045532,931.77,-20.18
0.06207174062728882,0.5376693904399872,9700,776000,1116,1.7822996377944946,933.72,-20.21
0.009085956029593945,0.96102249994874,9800,784000,1117,1.7735497951507568,929.63,-20.22
0.012743634171783924,0.920041985809803,9900,792000,1117,1.7757431268692017,917.82,-20.27
0.020337756723165512,0.9024343863129616,10000,800000,1118,1.7759392261505127,916.8,-20.25
0.02624315582215786,0.9067327752709389,10100,808000,1119,1.7763864994049072,914.4,-20.24
0.03748809173703194,0.8667460680007935,10200,816000,1120,1.7816646099090576,909.66,-20.25
0.033319078385829926,0.6955619752407074,10300,824000,1120,1.7828088998794556,913.68,-20.24
0.012097404338419437,0.957505851984024,10400,832000,1121,1.78330397605896,918.01,-20.23
0.01743011549115181,0.9040931239724159,10500,840000,1121,1.7728846073150635,907.29,-20.28
0.009389333426952362,0.9414646066725254,10600,848000,1122,1.7800906896591187,900.3,-20.29
0.018832789734005928,0.9113738313317299,10700,856000,1122,1.7872257232666016,898.54,-20.33
0.009287935681641102,0.9606833569705486,10800,864000,1123,1.7861883640289307,893.92,-20.34
0.027108514681458473,0.9148344174027443,10900,872000,1123,1.7884105443954468,892.22,-20.39
0.006451407913118601,0.9396744519472122,11000,880000,1124,1.7870490550994873,898.92,-20.38
0.011512319557368755,0.938313901424408,11100,888000,1124,1.7875568866729736,901.68,-20.37
0.03474494069814682,0.8279173970222473,11200,896000,1125,1.7865098714828491,905.74,-20.37
0.01176702044904232,0.9258229359984398,11300,904000,1125,1.7871599197387695,909.15,-20.37
0.012883678078651428,0.9384639412164688,11400,912000,1126,1.7855842113494873,904.75,-20.39
0.01135331206023693,0.8970634862780571,11500,920000,1126,1.7861156463623047,898.04,-20.39
0.008762812241911888,0.9759006332606077,11600,928000,1127,1.7836071252822876,905.99,-20.39
0.013776952400803566,0.9507927037775517,11700,936000,1127,1.782785415649414,909.68,-20.39
0.07598325610160828,0.7076001167297363,11800,944000,1128,1.7787072658538818,915.8,-20.35
0.007750125136226416,0.9761400744318962,11900,952000,1128,1.7849571704864502,923.24,-20.29
0.028730064630508423,0.8820799589157104,12000,960000,1129,1.7860502004623413,928.97,-20.27
0.03272939473390579,0.7479237616062164,12100,968000,1129,1.7852405309677124,936.31,-20.23
0.009565937332808971,0.9393519945442677,12200,976000,1129,1.7853285074234009,936.58,-20.19
0.04134296625852585,0.7268247008323669,12300,984000,1130,1.7866004705429077,927.32,-20.26
0.022407803684473038,0.8098170459270477,12400,992000,1130,1.785729169845581,932.89,-20.27
0.009222752414643764,0.923213504254818,12500,1000000,1131,1.7809566259384155,931.61,-20.28
0.006350909359753132,0.9570263363420963,12600,1008000,1106,1.7832996845245361,940.37,-20.25
0.023437252268195152,0.8478381484746933,12700,1016000,1107,1.7844429016113281,943.52,-20.26
0.016340602189302444,0.9231876656413078,12800,1024000,1107,1.786266565322876,939.9,-20.3
0.08397452533245087,0.5248999297618866,12900,1032000,1108,1.7794148921966553,942.83,-20.27
0.02412872575223446,0.9129269495606422,13000,1040000,1109,1.7853305339813232,951.13,-20.19
0.0365806519985199,0.8279920816421509,13100,1048000,1110,1.7806895971298218,951.5,-20.2
0.0177581999450922,0.9118205830454826,13200,1056000,1110,1.7813518047332764,949.55,-20.15
0.0142122283577919,0.9528652690351009,13300,1064000,1111,1.784271001815796,947.47,-20.15
0.020120883360505104,0.7884072363376617,13400,1072000,1111,1.7706680297851562,951.82,-20.16
0.06661732494831085,0.6453413367271423,13500,1080000,1112,1.7817089557647705,957.72,-20.12
0.01695452816784382,0.8653542846441269,13600,1088000,1113,1.7760162353515625,955.39,-20.15
0.011376984417438507,0.8899082839488983,13700,1096000,1113,1.7793649435043335,956.79,-20.14
0.030136805027723312,0.8973123803734779,13800,1104000,1114,1.7818037271499634,961.79,-20.1
0.00702637666836381,0.9763832334429026,13900,1112000,1115,1.788673758506775,962.69,-20.05
0.020107299089431763,0.7623823583126068,14000,1120000,1115,1.7873508930206299,965.58,-20.02
0.010123166255652905,0.9459361061453819,14100,1128000,1116,1.7870728969573975,960.43,-20.07
0.01314875204116106,0.8160510808229446,14200,1136000,1116,1.7868969440460205,965.66,-20.06
0.018525460734963417,0.7478324770927429,14300,1144000,1117,1.7862659692764282,963.58,-20.06
0.009481091983616352,0.9581889733672142,14400,1152000,1117,1.7833770513534546,964.5,-20.08
0.020404189825057983,0.8855794444680214,14500,1160000,1118,1.7848331928253174,967.39,-20.08
0.011185696348547935,0.9493917375802994,14600,1168000,1118,1.783789038658142,962.36,-20.12
0.009519249200820923,0.9481292925775051,14700,1176000,1119,1.786080002784729,962.55,-20.08
0.014635534957051277,0.9067476019263268,14800,1184000,1120,1.787154197692871,960.15,-20.09
0.005433962214738131,0.9806773029267788,14900,1192000,1120,1.7860857248306274,959.88,-20.12
0.013327894732356071,0.9184596389532089,15000,1200000,1121,1.7831544876098633,962.26,-20.08
0.03902454301714897,0.9182243198156357,15100,1208000,1121,1.780799150466919,962.28,-20.11
0.023464949801564217,0.8708881586790085,15200,1216000,1121,1.7790148258209229,959.19,-20.11
0.005793016869574785,0.9543871246278286,15300,1224000,1122,1.7836847305297852,954.28,-20.15
0.00968018639832735,0.9394274838268757,15400,1232000,1122,1.7844549417495728,944.87,-20.2
0.012874568812549114,0.9633897542953491,15500,1240000,1123,1.784410834312439,943.77,-20.21
0.009703941643238068,0.8859787285327911,15600,1248000,1124,1.7845796346664429,952.17,-20.17
0.020068295300006866,0.9075306579470634,15700,1256000,1107,1.7834320068359375,949.25,-20.19
0.04203695431351662,0.8758820965886116,15800,1264000,1108,1.7842222452163696,954.5,-20.11
0.012666942551732063,0.9562156498432159,15900,1272000,1108,1.7859958410263062,950.03,-20.16
0.020941361784934998,0.9358803182840347,16000,1280000,1108,1.7854843139648438,948.44,-20.14
0.02073359675705433,0.9171383827924728,16100,1288000,1109,1.7780859470367432,946.69,-20.15
0.0632898360490799,0.7555129379034042,16200,1296000,1109,1.7800695896148682,944.94,-20.16
0.012882637791335583,0.9321348443627357,16300,1304000,1110,1.7789310216903687,946.96,-20.16
0.03390868753194809,0.845040425658226,16400,1312000,1110,1.7808864116668701,941.36,-20.22
0.09440062940120697,0.7832310646772385,16500,1320000,1111,1.7806822061538696,944.55,-20.2
0.020787855610251427,0.7834544628858566,16600,1328000,1111,1.7758022546768188,943.6,-20.22
0.040994759649038315,0.796076238155365,16700,1336000,1112,1.78201162815094,944.02,-20.21
0.027307158336043358,0.6963219344615936,16800,1344000,1112,1.7756373882293701,940.26,-20.23
0.035373203456401825,0.8106838464736938,16900,1352000,1113,1.7854009866714478,942.58,-20.25
0.06756270676851273,0.8328300416469574,17000,1360000,1113,1.7804782390594482,941.57,-20.22
0.06565029919147491,0.9012290835380554,17100,1368000,1114,1.7861770391464233,937.46,-20.26
0.010257492773234844,0.9335475489497185,17200,1376000,1114,1.7817275524139404,941.49,-20.26
0.017810259014368057,0.8861033022403717,17300,1384000,1114,1.7828172445297241,931.63,-20.32
0.008109701797366142,0.9439034946262836,17400,1392000,1115,1.7884671688079834,931.22,-20.33
0.05277792364358902,0.698094516992569,17500,1400000,1115,1.7863237857818604,930.35,-20.32
0.018536508083343506,0.783443346619606,17600,1408000,1116,1.7824680805206299,931.18,-20.34
0.009325148537755013,0.9690421521663666,17700,1416000,1116,1.7847700119018555,939.11,-20.29
0.018313702195882797,0.8612149506807327,17800,1424000,1117,1.7867624759674072,930.02,-20.32
0.02498035877943039,0.8351170718669891,17900,1432000,1117,1.7849153280258179,933.27,-20.33
0.018370414152741432,0.9054049253463745,18000,1440000,1117,1.7880268096923828,937.85,-20.33
0.021498482674360275,0.8750040531158447,18100,1448000,1118,1.787327527999878,936.52,-20.31
0.026127148419618607,0.7505620867013931,18200,1456000,1118,1.7854417562484741,942.18,-20.27
0.013813989236950874,0.8874856680631638,18300,1464000,1119,1.7896665334701538,936.37,-20.28
0.017260774970054626,0.8523218631744385,18400,1472000,1119,1.7880773544311523,934.95,-20.26
0.009923571720719337,0.9497393481433392,18500,1480000,1119,1.7863960266113281,939.54,-20.21
0.015565475448966026,0.9548069387674332,18600,1488000,1120,1.787325143814087,938.57,-20.19
0.021197592839598656,0.8702555745840073,18700,1496000,1120,1.787994623184204,934.56,-20.17
0.016807587817311287,0.884928435087204,18800,1504000,1107,1.780725121498108,938.17,-20.17
0.01216800045222044,0.9611442498862743,18900,1512000,1107,1.7819877862930298,941.06,-20.14
0.010365322232246399,0.9658833667635918,19000,1520000,1107,1.7844842672348022,939.47,-20.16
0.006603121757507324,0.9803477209061384,19100,1528000,1108,1.7835464477539062,933.65,-20.21
0.01176379807293415,0.9669199362397194,19200,1536000,1108,1.7858604192733765,932.29,-20.19
0.00904372800141573,0.9737759176641703,19300,1544000,1109,1.7829166650772095,932.09,-20.2
0.02783871255815029,0.8717431426048279,19400,1552000,1109,1.783877968788147,933.23,-20.21
0.006883735302835703,0.9459426328539848,19500,1560000,1110,1.7867145538330078,938.95,-20.17
0.018907368183135986,0.8481259793043137,19600,1568000,1110,1.785837173461914,932.96,-20.2
0.014580801129341125,0.9458087459206581,19700,1576000,1111,1.7848117351531982,932.66,-20.18
0.028730813413858414,0.8487968444824219,19800,1584000,1111,1.7889484167099,936.44,-20.19
0.02215823531150818,0.881467767059803,19900,1592000,1111,1.7891817092895508,933.71,-20.22
0.011709376238286495,0.9429899789392948,20000,1600000,1112,1.7881450653076172,928.96,-20.23
0.044312961399555206,0.8040520548820496,20100,1608000,1112,1.7875206470489502,933.81,-20.21
0.00994870811700821,0.9561935625970364,20200,1616000,1112,1.788447618484497,934.48,-20.24
0.008674335666000843,0.9241880849003792,20300,1624000,1112,1.7901769876480103,939.17,-20.18
0.03926026076078415,0.6901193261146545,20400,1632000,1113,1.7876383066177368,944.96,-20.13
0.007448297925293446,0.9702603854238987,20500,1640000,1113,1.7885768413543701,937.01,-20.19
0.010917839594185352,0.9329575300216675,20600,1648000,1113,1.7870203256607056,945.15,-20.14
0.028648853302001953,0.913471169769764,20700,1656000,1114,1.787112832069397,943.74,-20.17
0.019225511699914932,0.9035428166389465,20800,1664000,1114,1.787799596786499,945.93,-20.16
0.024013301357626915,0.9129009321331978,20900,1672000,1115,1.787883996963501,949.6,-20.15
0.013047533109784126,0.915091335773468,21000,1680000,1115,1.7855298519134521,957.73,-20.15
0.01187780499458313,0.9216816946864128,21100,1688000,1115,1.7866929769515991,949.72,-20.15
0.019756969064474106,0.9436425305902958,21200,1696000,1115,1.78549063205719,948.79,-20.16
0.00628272071480751,0.9411825016140938,21300,1704000,1116,1.7869269847869873,946.65,-20.14
0.005915869027376175,0.9752482287585735,21400,1712000,1116,1.7860362529754639,956.44,-20.05
0.016054296866059303,0.9084840193390846,21500,1720000,1116,1.7859073877334595,950.86,-20.13
0.015901008620858192,0.9312029629945755,21600,1728000,1117,1.7850143909454346,944.49,-20.16
0.055561475455760956,0.8319997489452362,21700,1736000,1117,1.7860215902328491,948.54,-20.11
0.018728774040937424,0.9283941239118576,21800,1744000,1117,1.7865833044052124,944.34,-20.14
0.021733049303293228,0.8694226443767548,21900,1752000,1107,1.7877804040908813,949.3,-20.08
0.03534240275621414,0.7498743236064911,22000,1760000,1107,1.788307785987854,950.56,-20.09
0.03903979808092117,0.8263796865940094,22100,1768000,1108,1.786299705505371,954.61,-20.06
0.01571311429142952,0.9086069911718369,22200,1776000,1108,1.7884337902069092,950.48,-20.05
0.009257718920707703,0.9683590345084667,22300,1784000,1109,1.7876936197280884,961.33,-20.02
0.011557130143046379,0.8594317436218262,22400,1792000,1109,1.7848758697509766,961.67,-19.99
0.029833266511559486,0.890380933880806,22500,1800000,1109,1.7864186763763428,960.55,-20.01
0.051302652806043625,0.8109337091445923,22600,1808000,1110,1.7861989736557007,952.17,-20.11
0.007016955409198999,0.9142290949821472,22700,1816000,1110,1.7875633239746094,950.11,-20.11
0.016172189265489578,0.9175078421831131,22800,1824000,1111,1.785984754562378,949.96,-20.11
0.02593843638896942,0.9220343306660652,22900,1832000,1111,1.7876379489898682,953.59,-20.07
0.04474053904414177,0.8865392878651619,23000,1840000,1111,1.7858976125717163,953.25,-20.09
0.01118819322437048,0.8882945030927658,23100,1848000,1112,1.785927176475525,942.15,-20.19
0.006182274781167507,0.9665602557361126,23200,1856000,1112,1.788301706314087,938.0,-20.22
0.016890021041035652,0.9418656565248966,23300,1864000,1113,1.7848894596099854,940.6,-20.22
0.010342066176235676,0.9400505907833576,23400,1872000,1113,1.7793197631835938,936.05,-20.18
0.07457826286554337,0.7076676487922668,23500,1880000,1113,1.7869060039520264,929.52,-20.22
0.021453624591231346,0.9000101909041405,23600,1888000,1114,1.785576581954956,931.95,-20.21
0.01590842381119728,0.9387250989675522,23700,1896000,1114,1.7862520217895508,935.77,-20.19
0.03325948864221573,0.8018319606781006,23800,1904000,1114,1.7865848541259766,948.25,-20.1
0.02233363874256611,0.9385646097362041,23900,1912000,1115,1.781087875366211,952.85,-20.05
0.009708495810627937,0.9702533390372992,24000,1920000,1115,1.782335638999939,960.4,-20.01
0.013392527587711811,0.9095982611179352,24100,1928000,1115,1.7839683294296265,953.5,-20.09
0.02192484214901924,0.8893744647502899,24200,1936000,1116,1.782353162765503,953.12,-20.06
0.019087111577391624,0.900853231549263,24300,1944000,1116,1.7830644845962524,954.28,-20.05
0.008066064678132534,0.9095639139413834,24400,1952000,1116,1.7853429317474365,961.82,-20.05
0.0500575490295887,0.8187461942434311,24500,1960000,1117,1.7863569259643555,953.35,-20.07
0.05465324595570564,0.8259334117174149,24600,1968000,1117,1.7879836559295654,958.51,-20.11
0.015720153227448463,0.8867154493927956,24700,1976000,1117,1.7858139276504517,965.15,-20.09
0.017875272780656815,0.931230366230011,24800,1984000,1118,1.7829749584197998,960.32,-20.13
0.02559225633740425,0.8698417693376541,24900,1992000,1118,1.7854646444320679,954.14,-20.21
0.010795172303915024,0.9446993097662926,25000,2000000,1119,1.7796636819839478,951.71,-20.22
0.02345285937190056,0.8587178289890289,25100,2008000,1106,1.7813100814819336,948.58,-20.3
0.020042816177010536,0.8906468600034714,25200,2016000,1106,1.7822551727294922,946.62,-20.31
0.01610681787133217,0.8278781175613403,25300,2024000,1107,1.7760422229766846,942.44,-20.35
0.03782113641500473,0.8838677257299423,25400,2032000,1107,1.7815128564834595,949.1,-20.31
0.029287021607160568,0.8362862914800644,25500,2040000,1107,1.7756010293960571,946.3,-20.33
0.014661061577498913,0.93336021900177,25600,2048000,1108,1.7818443775177002,942.61,-20.31
0.01291152834892273,0.9046791344881058,25700,2056000,1108,1.7830369472503662,943.96,-20.36
0.019470414146780968,0.9250550493597984,25800,2064000,1108,1.781650185585022,937.53,-20.36
0.014224199578166008,0.9349279180169106,25900,2072000,1109,1.7782360315322876,946.21,-20.27
0.010611927136778831,0.9431609623134136,26000,2080000,1109,1.7813860177993774,945.64,-20.26
0.020441468805074692,0.7247546315193176,26100,2088000,1110,1.7864669561386108,946.85,-20.26
0.008835733868181705,0.9378503412008286,26200,2096000,1110,1.7859752178192139,949.03,-20.25
0.015160700306296349,0.9325828179717064,26300,2104000,1110,1.785273790359497,952.64,-20.17
0.014357490465044975,0.8934610038995743,26400,2112000,1111,1.784511923789978,959.66,-20.17
0.019822468981146812,0.9153269827365875,26500,2120000,1111,1.7862517833709717,967.51,-20.13
0.010140599682927132,0.938119750469923,26600,2128000,1112,1.7815135717391968,966.05,-20.12
0.06201525777578354,0.7915642559528351,26700,2136000,1112,1.7865478992462158,969.03,-20.09
0.015382988378405571,0.9215085580945015,26800,2144000,1113,1.7790155410766602,973.88,-20.09
0.010213213972747326,0.9622703641653061,26900,2152000,1113,1.7871429920196533,970.49,-20.11
0.009410010650753975,0.961353462189436,27000,2160000,1113,1.7823089361190796,974.02,-20.07
0.0067911879159510136,0.9770851153880358,27100,2168000,1114,1.7875220775604248,966.8,-20.14
0.009155752137303352,0.8992440328001976,27200,2176000,1114,1.7870397567749023,969.22,-20.12
0.04382859170436859,0.8668638616800308,27300,2184000,1114,1.7870910167694092,964.0,-20.11
0.023685140535235405,0.7835697680711746,27400,2192000,1115,1.7877105474472046,969.8,-20.08
0.009833944030106068,0.9214171469211578,27500,2200000,1115,1.7898085117340088,967.49,-20.1
0.029392823576927185,0.7270171940326691,27600,2208000,1115,1.7873035669326782,966.98,-20.1
0.02401595190167427,0.8186412751674652,27700,2216000,1115,1.788143515586853,959.07,-20.17
0.010949230752885342,0.9367197975516319,27800,2224000,1116,1.7882763147354126,957.41,-20.19
0.015185659751296043,0.9314034208655357,27900,2232000,1116,1.787102460861206,957.93,-20.23
0.013942273333668709,0.9541436359286308,28000,2240000,1116,1.7890689373016357,958.76,-20.24
0.023957666009664536,0.8341671228408813,28100,2248000,1117,1.7877285480499268,957.74,-20.23
0.009043936617672443,0.9464895650744438,28200,2256000,1107,1.789926528930664,957.36,-20.28
0.029811140149831772,0.7894026935100555,28300,2264000,1107,1.7878303527832031,965.55,-20.23
0.012073720805346966,0.9497225880622864,28400,2272000,1107,1.789685606956482,960.33,-20.28
0.02904633805155754,0.5624540448188782,28500,2280000,1108,1.7898008823394775,962.7,-20.28
0.010662341490387917,0.9513878710567951,28600,2288000,1108,1.7881370782852173,962.49,-20.27
0.026714850217103958,0.8371082842350006,28700,2296000,1108,1.7871700525283813,958.04,-20.3
0.008233976550400257,0.9390591643750668,28800,2304000,1108,1.788869857788086,953.29,-20.32
0.018969886004924774,0.9443210810422897,28900,2312000,1109,1.7900470495224,966.77,-20.23
0.03531033173203468,0.8926302194595337,29000,2320000,1109,1.7901113033294678,963.84,-20.2
0.021236751228570938,0.9329770356416702,29100,2328000,1109,1.7830226421356201,966.41,-20.18
0.005464480724185705,0.9579672925174236,29200,2336000,1109,1.7906806468963623,969.55,-20.14
0.016717512160539627,0.9257304519414902,29300,2344000,1110,1.7878926992416382,966.91,-20.12
0.015934458002448082,0.9314653500914574,29400,2352000,1110,1.7875726222991943,968.91,-20.06
0.024847079068422318,0.7620064467191696,29500,2360000,1110,1.7880462408065796,958.97,-20.1
0.011230872943997383,0.9431749321520329,29600,2368000,1110,1.7844486236572266,966.18,-20.04
0.011316845193505287,0.8150631338357925,29700,2376000,1111,1.7831312417984009,968.28,-19.97
0.01758153736591339,0.9361175894737244,29800,2384000,1111,1.7845662832260132,969.39,-19.99
0.04510768502950668,0.7201623320579529,29900,2392000,1111,1.7830148935317993,969.23,-19.97
0.08725959062576294,0.765949621796608,30000,2400000,1111,1.7870826721191406,976.55,-19.95
0.012524465098977089,0.9382166638970375,30100,2408000,1112,1.780085802078247,973.83,-19.98
0.021820154041051865,0.9121880978345871,30200,2416000,1112,1.787250280380249,976.06,-19.95
0.014801937155425549,0.9221438243985176,30300,2424000,1112,1.7861191034317017,981.67,-20.01
0.013263776898384094,0.8341158330440521,30400,2432000,1112,1.7864059209823608,981.71,-20.01
